Name,Parameter_ID,Value
Chicano English,15,D
Bahamian English,15,D
Bahamian Creole,15,D
Barbadian Creole (Bajan),15,D
Jamaican English,15,D
Jamaican Creole,15,D
San Andrés Creole,15,D
Belizean Creole,15,D
Guyanese Creole (Creolese),15,D
Eastern Maroon Creole,15,A
Saramaccan,15,A
Sranan,15,D
Trinidadian Creole,15,D
Vincentian Creole,15,D
Krio (Sierra Leone Creole),15,D
Liberian Settler English,15,D
Vernacular Liberian English,15,D
Ghanaian English,15,D
Ghanaian Pidgin,15,?
Nigerian English,15,D
Nigerian Pidgin,15,D
Cameroon English,15,D
Cameroon Pidgin,15,?
Tanzanian English,15,D
Kenyan English,15,C
Ugandan English,15,D
White Zimbabwean English,15,X
Black South African English,15,D
Indian South African English,15,D
White South African English,15,D
Indian English,15,C
Pakistani English,15,D
Butler English,15,D
Sri Lankan English,15,D
Hong Kong English,15,D
Colloquial Singapore English (Singlish),15,D
Malaysian English,15,D
Australian English,15,X
Australian Vernacular English,15,X
Aboriginal English,15,D
Roper River Creole (Kriol),15,D
Torres Strait Creole,15,D
New Zealand English,15,C
Norfolk Island/ Pitcairn English,15,D
Palmerston English,15,D
Acrolectal Fiji English,15,D
Pure Fiji English (basilectal FijiE),15,?
Bislama,15,X
Tok Pisin,15,X
Hawaiʼi Creole,15,D
Falkland Islands English,15,D
St. Helena English,15,C
Tristan da Cunha English,15,D
Philippine English,15,D
Cape Flats English,15,D
Orkney and Shetland English,16,?
Scottish English,16,?
Irish English,16,B
Manx English,16,C
Welsh English,16,D
English dialects in the North of England,16,D
English dialects in the Southwest of England,16,X
East Anglian English,16,D
English dialects in the Southeast of England,16,D
Channel Islands English,16,D
British Creole,16,?
Maltese English,16,?
Newfoundland English,16,C
Colloquial American English,16,?
Urban African American Vernacular English,16,C
Rural African American Vernacular English,16,C
Earlier African American Vernacular English,16,C
Ozark English,16,B
Appalachian English,16,C
Southeast American enclave dialects,16,C
Gullah,16,?
Chicano English,16,C
Bahamian English,16,B
Bahamian Creole,16,B
Barbadian Creole (Bajan),16,A
Jamaican English,16,?
Jamaican Creole,16,A
San Andrés Creole,16,D
Belizean Creole,16,B
Guyanese Creole (Creolese),16,A
Eastern Maroon Creole,16,X
Saramaccan,16,X
Sranan,16,?
Trinidadian Creole,16,B
Vincentian Creole,16,B
Krio (Sierra Leone Creole),16,D
Liberian Settler English,16,B
Vernacular Liberian English,16,C
Ghanaian English,16,C
Ghanaian Pidgin,16,D
Nigerian English,16,C
Nigerian Pidgin,16,D
Cameroon English,16,B
Cameroon Pidgin,16,B
Tanzanian English,16,C
Kenyan English,16,?
Ugandan English,16,C
White Zimbabwean English,16,C
Black South African English,16,C
Indian South African English,16,C
White South African English,16,C
Indian English,16,D
Pakistani English,16,B
Butler English,16,C
Sri Lankan English,16,D
Hong Kong English,16,?
Colloquial Singapore English (Singlish),16,B
Malaysian English,16,A
Australian English,16,?
Australian Vernacular English,16,X
Aboriginal English,16,D
Roper River Creole (Kriol),16,?
Torres Strait Creole,16,?
New Zealand English,16,D
Norfolk Island/ Pitcairn English,16,C
Palmerston English,16,?
Acrolectal Fiji English,16,D
Pure Fiji English (basilectal FijiE),16,?
Bislama,16,X
Tok Pisin,16,X
Hawaiʼi Creole,16,C
Falkland Islands English,16,D
St. Helena English,16,A
Tristan da Cunha English,16,B
Philippine English,16,D
Cape Flats English,16,C
Orkney and Shetland English,17,D
Scottish English,17,D
Irish English,17,D
Manx English,17,D
Welsh English,17,D
English dialects in the North of England,17,X
English dialects in the Southwest of England,17,X
East Anglian English,17,D
English dialects in the Southeast of England,17,D
Channel Islands English,17,X
British Creole,17,B
Maltese English,17,D
Newfoundland English,17,D
Colloquial American English,17,X
Urban African American Vernacular English,17,D
Rural African American Vernacular English,17,D
Earlier African American Vernacular English,17,D
Ozark English,17,X
Appalachian English,17,D
Southeast American enclave dialects,17,D
Gullah,17,D
Chicano English,17,X
Bahamian English,17,D
Bahamian Creole,17,D
Barbadian Creole (Bajan),17,D
Jamaican English,17,C
Jamaican Creole,17,A
San Andrés Creole,17,A
Belizean Creole,17,A
Guyanese Creole (Creolese),17,C
Eastern Maroon Creole,17,X
Saramaccan,17,B
Sranan,17,B
Trinidadian Creole,17,D
Vincentian Creole,17,B
Krio (Sierra Leone Creole),17,D
Liberian Settler English,17,D
Vernacular Liberian English,17,D
Ghanaian English,17,D
Ghanaian Pidgin,17,D
Nigerian English,17,D
Nigerian Pidgin,17,D
Cameroon English,17,D
Cameroon Pidgin,17,D
Tanzanian English,17,X
Kenyan English,17,X
Ugandan English,17,D
White Zimbabwean English,17,X
Black South African English,17,D
Indian South African English,17,D
White South African English,17,D
Indian English,17,D
Pakistani English,17,D
Butler English,17,X
Sri Lankan English,17,D
Hong Kong English,17,D
Colloquial Singapore English (Singlish),17,D
Malaysian English,17,D
Australian English,17,X
Australian Vernacular English,17,X
Aboriginal English,17,D
Roper River Creole (Kriol),17,D
Torres Strait Creole,17,D
New Zealand English,17,D
Norfolk Island/ Pitcairn English,17,A
Palmerston English,17,D
Acrolectal Fiji English,17,X
Pure Fiji English (basilectal FijiE),17,D
Bislama,17,D
Tok Pisin,17,X
Hawaiʼi Creole,17,D
Falkland Islands English,17,D
St. Helena English,17,D
Tristan da Cunha English,17,D
Philippine English,17,X
Cape Flats English,17,D
Orkney and Shetland English,18,D
Scottish English,18,D
Irish English,18,D
Manx English,18,D
Welsh English,18,D
English dialects in the North of England,18,D
English dialects in the Southwest of England,18,X
East Anglian English,18,D
English dialects in the Southeast of England,18,D
Channel Islands English,18,D
British Creole,18,B
Maltese English,18,D
Newfoundland English,18,D
Colloquial American English,18,X
Urban African American Vernacular English,18,D
Rural African American Vernacular English,18,D
Earlier African American Vernacular English,18,D
Ozark English,18,X
Appalachian English,18,D
Southeast American enclave dialects,18,D
Gullah,18,D
Chicano English,18,D
Bahamian English,18,D
Bahamian Creole,18,C
Barbadian Creole (Bajan),18,A
Jamaican English,18,C
Jamaican Creole,18,A
San Andrés Creole,18,B
Belizean Creole,18,D
Guyanese Creole (Creolese),18,D
Eastern Maroon Creole,18,A
Saramaccan,18,A
Sranan,18,A
Trinidadian Creole,18,D
Vincentian Creole,18,A
Krio (Sierra Leone Creole),18,D
Liberian Settler English,18,D
Vernacular Liberian English,18,D
Ghanaian English,18,D
Ghanaian Pidgin,18,D
Nigerian English,18,D
Nigerian Pidgin,18,D
Cameroon English,18,D
Cameroon Pidgin,18,D
Tanzanian English,18,X
Kenyan English,18,X
Ugandan English,18,D
White Zimbabwean English,18,D
Black South African English,18,D
Indian South African English,18,D
White South African English,18,D
Indian English,18,D
Pakistani English,18,D
Butler English,18,A
Sri Lankan English,18,D
Hong Kong English,18,D
Colloquial Singapore English (Singlish),18,D
Malaysian English,18,D
Australian English,18,X
Australian Vernacular English,18,X
Aboriginal English,18,D
Roper River Creole (Kriol),18,C
Torres Strait Creole,18,D
New Zealand English,18,D
Norfolk Island/ Pitcairn English,18,D
Palmerston English,18,D
Acrolectal Fiji English,18,D
Pure Fiji English (basilectal FijiE),18,D
Bislama,18,D
Tok Pisin,18,X
Hawaiʼi Creole,18,D
Falkland Islands English,18,D
St. Helena English,18,D
Tristan da Cunha English,18,D
Philippine English,18,D
Cape Flats English,18,D
Orkney and Shetland English,19,D
Scottish English,19,D
Irish English,19,D
Manx English,19,D
Welsh English,19,D
English dialects in the North of England,19,B
English dialects in the Southwest of England,19,X
East Anglian English,19,D
English dialects in the Southeast of England,19,D
Channel Islands English,19,D
British Creole,19,B
Maltese English,19,D
Newfoundland English,19,D
Colloquial American English,19,X
Urban African American Vernacular English,19,D
Rural African American Vernacular English,19,C
Earlier African American Vernacular English,19,D
Ozark English,19,X
Appalachian English,19,D
Southeast American enclave dialects,19,D
Gullah,19,B
Chicano English,19,D
Bahamian English,19,D
Bahamian Creole,19,B
Barbadian Creole (Bajan),19,A
Jamaican English,19,C
Jamaican Creole,19,A
San Andrés Creole,19,D
Belizean Creole,19,D
Guyanese Creole (Creolese),19,A
Eastern Maroon Creole,19,A
Saramaccan,19,A
Sranan,19,A
Trinidadian Creole,19,A
Vincentian Creole,19,A
Krio (Sierra Leone Creole),19,A
Liberian Settler English,19,C
Vernacular Liberian English,19,C
Ghanaian English,19,D
Ghanaian Pidgin,19,D
Nigerian English,19,D
Nigerian Pidgin,19,D
Cameroon English,19,D
Cameroon Pidgin,19,B
Tanzanian English,19,X
Kenyan English,19,X
Ugandan English,19,D
White Zimbabwean English,19,D
Black South African English,19,D
Indian South African English,19,D
White South African English,19,D
Indian English,19,D
Pakistani English,19,D
Butler English,19,X
Sri Lankan English,19,D
Hong Kong English,19,D
Colloquial Singapore English (Singlish),19,D
Malaysian English,19,D
Australian English,19,X
Australian Vernacular English,19,X
Aboriginal English,19,D
Roper River Creole (Kriol),19,D
Torres Strait Creole,19,D
New Zealand English,19,D
Norfolk Island/ Pitcairn English,19,D
Palmerston English,19,D
Acrolectal Fiji English,19,D
Pure Fiji English (basilectal FijiE),19,A
Bislama,19,D
Tok Pisin,19,X
Hawaiʼi Creole,19,D
Falkland Islands English,19,D
St. Helena English,19,D
Tristan da Cunha English,19,D
Philippine English,19,D
Cape Flats English,19,D
Orkney and Shetland English,20,D
Scottish English,20,D
Irish English,20,D
Manx English,20,D
Welsh English,20,D
English dialects in the North of England,20,C
English dialects in the Southwest of England,20,X
East Anglian English,20,D
English dialects in the Southeast of England,20,D
Channel Islands English,20,D
British Creole,20,B
Maltese English,20,D
Newfoundland English,20,D
Colloquial American English,20,X
Urban African American Vernacular English,20,C
Rural African American Vernacular English,20,D
Earlier African American Vernacular English,20,B
Ozark English,20,D
Appalachian English,20,D
Southeast American enclave dialects,20,D
Gullah,20,A
Chicano English,20,D
Bahamian English,20,D
Bahamian Creole,20,B
Barbadian Creole (Bajan),20,A
Jamaican English,20,D
Jamaican Creole,20,C
San Andrés Creole,20,B
Belizean Creole,20,D
Guyanese Creole (Creolese),20,A
Eastern Maroon Creole,20,X
Saramaccan,20,D
Sranan,20,D
Trinidadian Creole,20,A
Vincentian Creole,20,A
Krio (Sierra Leone Creole),20,B
Liberian Settler English,20,D
Vernacular Liberian English,20,C
Ghanaian English,20,D
Ghanaian Pidgin,20,B
Nigerian English,20,D
Nigerian Pidgin,20,A
Cameroon English,20,D
Cameroon Pidgin,20,B
Tanzanian English,20,X
Kenyan English,20,X
Ugandan English,20,D
White Zimbabwean English,20,D
Black South African English,20,D
Indian South African English,20,D
White South African English,20,D
Indian English,20,D
Pakistani English,20,D
Butler English,20,B
Sri Lankan English,20,D
Hong Kong English,20,D
Colloquial Singapore English (Singlish),20,D
Malaysian English,20,D
Australian English,20,X
Australian Vernacular English,20,X
Aboriginal English,20,C
Roper River Creole (Kriol),20,?
Torres Strait Creole,20,D
New Zealand English,20,D
Norfolk Island/ Pitcairn English,20,D
Palmerston English,20,D
Acrolectal Fiji English,20,D
Pure Fiji English (basilectal FijiE),20,D
Bislama,20,D
Tok Pisin,20,X
Hawaiʼi Creole,20,D
Falkland Islands English,20,D
St. Helena English,20,C
Tristan da Cunha English,20,D
Philippine English,20,D
Cape Flats English,20,D
Orkney and Shetland English,21,D
Scottish English,21,D
Irish English,21,D
Manx English,21,D
Welsh English,21,C
English dialects in the North of England,21,D
English dialects in the Southwest of England,21,X
East Anglian English,21,D
English dialects in the Southeast of England,21,D
Channel Islands English,21,D
British Creole,21,B
Maltese English,21,D
Newfoundland English,21,D
Colloquial American English,21,X
Urban African American Vernacular English,21,C
Rural African American Vernacular English,21,A
Earlier African American Vernacular English,21,B
Ozark English,21,D
Appalachian English,21,D
Southeast American enclave dialects,21,C
Gullah,21,A
Chicano English,21,D
Bahamian English,21,C
Bahamian Creole,21,B
Barbadian Creole (Bajan),21,A
Jamaican English,21,D
Jamaican Creole,21,D
San Andrés Creole,21,B
Belizean Creole,21,D
Guyanese Creole (Creolese),21,A
Eastern Maroon Creole,21,A
Saramaccan,21,A
Sranan,21,A
Trinidadian Creole,21,B
Vincentian Creole,21,A
Krio (Sierra Leone Creole),21,A
Liberian Settler English,21,B
Vernacular Liberian English,21,C
Ghanaian English,21,D
Ghanaian Pidgin,21,D
Nigerian English,21,D
Nigerian Pidgin,21,A
Cameroon English,21,D
Cameroon Pidgin,21,B
Tanzanian English,21,X
Kenyan English,21,C
Ugandan English,21,D
White Zimbabwean English,21,C
Black South African English,21,D
Indian South African English,21,D
White South African English,21,D
Indian English,21,D
Pakistani English,21,D
Butler English,21,C
Sri Lankan English,21,D
Hong Kong English,21,D
Colloquial Singapore English (Singlish),21,D
Malaysian English,21,D
Australian English,21,X
Australian Vernacular English,21,X
Aboriginal English,21,B
Roper River Creole (Kriol),21,?
Torres Strait Creole,21,D
New Zealand English,21,D
Norfolk Island/ Pitcairn English,21,C
Palmerston English,21,D
Acrolectal Fiji English,21,D
Pure Fiji English (basilectal FijiE),21,A
Bislama,21,D
Tok Pisin,21,X
Hawaiʼi Creole,21,D
Falkland Islands English,21,D
St. Helena English,21,A
Tristan da Cunha English,21,A
Philippine English,21,D
Cape Flats English,21,D
Orkney and Shetland English,22,D
Scottish English,22,D
Irish English,22,D
Manx English,22,D
Welsh English,22,D
English dialects in the North of England,22,D
English dialects in the Southwest of England,22,X
East Anglian English,22,D
English dialects in the Southeast of England,22,D
Channel Islands English,22,D
British Creole,22,B
Maltese English,22,?
Newfoundland English,22,D
Colloquial American English,22,X
Urban African American Vernacular English,22,C
Rural African American Vernacular English,22,D
Earlier African American Vernacular English,22,C
Ozark English,22,X
Appalachian English,22,D
Southeast American enclave dialects,22,D
Gullah,22,A
Chicano English,22,D
Bahamian English,22,C
Bahamian Creole,22,C
Barbadian Creole (Bajan),22,A
Jamaican English,22,C
Jamaican Creole,22,B
San Andrés Creole,22,B
Belizean Creole,22,?
Guyanese Creole (Creolese),22,A
Eastern Maroon Creole,22,A
Saramaccan,22,A
Sranan,22,A
Trinidadian Creole,22,A
Vincentian Creole,22,A
Krio (Sierra Leone Creole),22,A
Liberian Settler English,22,B
Vernacular Liberian English,22,B
Ghanaian English,22,D
Ghanaian Pidgin,22,D
Nigerian English,22,D
Nigerian Pidgin,22,D
Cameroon English,22,D
Cameroon Pidgin,22,A
Tanzanian English,22,D
Kenyan English,22,X
Ugandan English,22,D
White Zimbabwean English,22,X
Black South African English,22,D
Indian South African English,22,D
White South African English,22,D
Indian English,22,D
Pakistani English,22,D
Butler English,22,C
Sri Lankan English,22,D
Hong Kong English,22,D
Colloquial Singapore English (Singlish),22,D
Malaysian English,22,D
Australian English,22,X
Australian Vernacular English,22,X
Aboriginal English,22,D
Roper River Creole (Kriol),22,D
Torres Strait Creole,22,B
New Zealand English,22,D
Norfolk Island/ Pitcairn English,22,D
Palmerston English,22,A
Acrolectal Fiji English,22,X
Pure Fiji English (basilectal FijiE),22,D
Bislama,22,D
Tok Pisin,22,X
Hawaiʼi Creole,22,C
Falkland Islands English,22,D
St. Helena English,22,A
Tristan da Cunha English,22,A
Philippine English,22,D
Cape Flats English,22,D
Orkney and Shetland English,23,D
Scottish English,23,D
Irish English,23,D
Manx English,23,D
Welsh English,23,D
English dialects in the North of England,23,D
English dialects in the Southwest of England,23,X
East Anglian English,23,D
English dialects in the Southeast of England,23,D
Channel Islands English,23,D
British Creole,23,B
Maltese English,23,D
Newfoundland English,23,C
Colloquial American English,23,D
Urban African American Vernacular English,23,D
Rural African American Vernacular English,23,D
Earlier African American Vernacular English,23,X
Ozark English,23,X
Appalachian English,23,?
Southeast American enclave dialects,23,D
Gullah,23,B
Chicano English,23,X
Bahamian English,23,D
